time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-14T08:51:19.455Z,44.305,-114.9534,10,2.8,ml,,59,0.098,0.47,us,us6000dhkb,2021-03-12T11:07:54.040Z,"9 km N of Stanley, Idaho",earthquake,2.6,2,0.048,58,reviewed,us,us
2021-02-14T09:05:04.215Z,55.9303,-158.0146,25.1,2.8,ml,,,,0.74,ak,ak02122kklkl,2021-03-01T18:29:38.771Z,"47 km SSE of Chignik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-02-14T09:20:54.773Z,13.6899,-91.3627,55.03,4.9,mb,,158,0.89,0.68,us,us6000dhkh,2021-02-27T09:17:29.293Z,"54 km SW of La Gomera, Guatemala",earthquake,7.3,4.8,0.084,46,reviewed,us,us
2021-02-14T09:26:59.263Z,37.5961,141.7507,54.56,4.6,mb,,143,3.021,0.7,us,us6000dhkk,2021-02-27T13:40:17.078Z,"67 km E of Namie, Japan",earthquake,8.8,3.3,0.114,23,reviewed,us,us
2021-02-14T09:44:50.052Z,1.2428,120.2829,49.29,5.1,mb,,70,0.515,0.76,us,us6000dhkm,2021-02-27T13:45:24.040Z,"242 km N of Palu, Indonesia",earthquake,6.4,6.8,0.072,63,reviewed,us,us
2021-02-14T09:59:34.042Z,-14.1797,167.4042,200.84,4.3,mb,,161,18.948,0.58,us,us6000djev,2021-02-28T05:28:35.040Z,"37 km SSW of Sola, Vanuatu",earthquake,15.4,6.9,0.122,19,reviewed,us,us
2021-02-14T10:07:26.808Z,54.5297,-159.7273,17.3,2.6,ml,,,,0.54,ak,ak02122l6ico,2021-03-01T18:29:39.367Z,"102 km SSE of Sand Point, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2021-02-14T10:12:30.406Z,4.537,124.5023,345.07,4.1,mb,,111,2.734,0.52,us,us6000dhku,2021-02-28T05:29:40.040Z,"143 km SW of Sarangani, Philippines",earthquake,7.9,7,0.109,23,reviewed,us,us
2021-02-14T10:26:42.993Z,-23.0624,171.5113,10,4.5,mb,,75,8.099,1.14,us,us6000djey,2021-02-28T05:34:00.040Z,"southeast of the Loyalty Islands",earthquake,7,1.9,0.144,14,reviewed,us,us
2021-02-14T10:41:00.412Z,37.639,141.6213,57,4.2,mb,,150,2.939,1.12,us,us6000djfc,2021-02-28T05:41:58.040Z,"57 km ENE of Namie, Japan",earthquake,8.7,9.6,0.146,13,reviewed,us,us
2021-02-14T11:45:52.180Z,-22.8145,172.1913,10,4.2,mb,,123,7.462,0.83,us,us6000djf0,2021-02-28T05:57:22.040Z,"southeast of the Loyalty Islands",earthquake,9.5,1.9,0.199,7,reviewed,us,us
2021-02-14T11:57:50.380Z,37.2631667,-118.3201667,12.19,3.69,mw,45,119,0.0975,0.07,nc,nc73523021,2021-02-28T06:10:17.217Z,"6km ESE of Wilkerson, CA",earthquake,0.25,0.58,,3,reviewed,nc,nc
2021-02-14T12:16:48.546Z,-23.4223,171.5641,10,5,mb,,114,8.295,0.7,us,us6000dhlg,2021-02-28T06:12:48.040Z,"southeast of the Loyalty Islands",earthquake,11.9,1.9,0.1,32,reviewed,us,us
2021-02-14T12:36:35.377Z,47.3839,-113.1034,25.86,2.8,ml,,53,0.48,0.59,us,us6000dhli,2021-02-28T06:14:10.040Z,"36 km NE of Seeley Lake, Montana",earthquake,2.5,9,0.059,38,reviewed,us,us
2021-02-14T13:22:42.585Z,-23.0926,171.5658,10,4.7,mb,,78,8.08,0.64,us,us6000dhlk,2021-02-21T17:14:25.040Z,"southeast of the Loyalty Islands",earthquake,12.3,1.9,0.159,13,reviewed,us,us
2021-02-14T13:27:50.622Z,37.3492,71.2162,95.91,4.4,mb,,109,2.18,0.57,us,us6000djf4,2021-02-21T17:31:29.040Z,"33 km WSW of Khorugh, Tajikistan",earthquake,9,10.5,0.154,12,reviewed,us,us
2021-02-14T13:41:55.986Z,-23.1656,170.9079,10,4.3,mb,,87,8.597,0.77,us,us6000djf5,2021-02-21T17:40:19.040Z,"southeast of the Loyalty Islands",earthquake,14,2,0.218,8,reviewed,us,us
2021-02-14T13:43:54.381Z,-23.3687,171.5335,10,4.7,mb,,113,8.281,0.93,us,us6000djfk,2021-02-21T18:19:47.040Z,"southeast of the Loyalty Islands",earthquake,12.5,1.9,0.12,23,reviewed,us,us
2021-02-14T13:52:28.685Z,-23.3416,171.5903,10,4.8,mb,,115,8.224,0.79,us,us6000dhlt,2021-02-21T18:24:43.040Z,"southeast of the Loyalty Islands",earthquake,12.6,1.9,0.095,36,reviewed,us,us
2021-02-14T14:01:54.815Z,-29.3824,-71.2305,42.27,4.4,mb,,130,0.593,0.68,us,us6000dhlv,2021-02-21T18:26:34.695Z,"57 km N of La Serena, Chile",earthquake,4.5,8.7,0.12,20,reviewed,us,us
2021-02-14T14:09:07.112Z,54.5446,-159.8822,8.8,2.5,ml,,,,0.55,ak,ak02122nkmlk,2021-03-01T18:29:25.762Z,"96 km SSE of Sand Point, Alaska",earthquake,,4.6,,,reviewed,ak,ak
2021-02-14T14:11:21.968Z,57.1109,-155.032,47.1,2.8,ml,,,,0.41,ak,ak02122nl37q,2021-03-01T18:29:25.957Z,"55 km WNW of Akhiok, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-02-14T14:24:19.562Z,-23.1506,171.3802,10,4.7,mb,,122,8.248,0.63,us,us6000djf7,2021-02-21T19:24:55.040Z,"southeast of the Loyalty Islands",earthquake,11.8,1.6,0.184,10,reviewed,us,us
2021-02-14T14:46:34.130Z,51.7404,-171.9821,19,3.3,ml,,,,0.63,ak,ak02122nsngr,2021-03-01T18:29:26.483Z,"160 km ESE of Atka, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-02-14T14:51:56.956Z,22.6798,145.7551,10,5.1,mb,,87,5.462,0.47,us,us6000dhm6,2021-02-21T19:30:46.040Z,"Volcano Islands, Japan region",earthquake,9.4,1.8,0.051,127,reviewed,us,us
2021-02-14T14:53:36.667Z,-4.2331,141.4219,96.88,4.3,mb,,122,9.247,0.99,us,us6000djff,2021-02-21T19:45:37.040Z,"155 km W of Ambunti, Papua New Guinea",earthquake,8.5,8.8,0.114,24,reviewed,us,us
2021-02-14T15:01:42.596Z,-23.2623,171.7295,10,5.7,mww,,70,8.076,0.54,us,us6000dhm9,2021-02-21T19:51:49.598Z,"southeast of the Loyalty Islands",earthquake,10.3,1.8,0.089,12,reviewed,us,us
2021-02-14T15:02:38.577Z,-10.529,123.4047,10,4.3,mb,,138,1.145,0.48,us,us6000djf9,2021-02-21T20:33:38.040Z,"45 km SSW of Kupang, Indonesia",earthquake,5.7,1.9,0.265,4,reviewed,us,us
2021-02-14T15:03:40.630Z,-10.3411,123.2296,10,4.5,mb,,157,1.176,0.83,us,us6000djfs,2021-02-21T20:48:35.040Z,"45 km WSW of Kupang, Indonesia",earthquake,7.8,1.9,0.381,2,reviewed,us,us
2021-02-14T15:07:38.130Z,-23.371,171.6711,10,5,mb,,73,8.188,0.94,us,us6000dhmb,2021-02-21T20:49:55.040Z,"southeast of the Loyalty Islands",earthquake,11.9,1.8,0.088,43,reviewed,us,us
2021-02-14T15:10:01.500Z,19.3086666666667,-155.215,1.11,2.66,ml,53,128,,0.13,hv,hv72351042,2021-02-21T20:51:55.040Z,"14 km S of Volcano, Hawaii",earthquake,0.19,0.31,0.173040822256044,34,reviewed,hv,hv
2021-02-14T15:26:51.900Z,51.7121,-173.5439,17.7,2.5,ml,,,,0.38,ak,ak02122o9sx2,2021-03-01T18:29:40.394Z,"70 km SE of Atka, Alaska",earthquake,,4.7,,,reviewed,ak,ak
2021-02-14T15:33:08.378Z,-23.3535,171.5332,10,4.3,mb,,110,8.271,0.67,us,us6000djfb,2021-02-21T21:11:24.040Z,"southeast of the Loyalty Islands",earthquake,14.2,1.9,0.239,5,reviewed,us,us
2021-02-14T15:49:07.790Z,58.0615,-151.4933,42.7,2.8,ml,,,,0.85,ak,ak02122oemwr,2021-03-01T18:29:27.583Z,"61 km ENE of Ouzinkie, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-02-14T15:52:07.298Z,-31.117,-179.3443,321.42,4,mb,,115,2.232,0.54,us,us6000dhmf,2021-02-22T17:24:48.040Z,"Kermadec Islands region",earthquake,15.7,6.7,0.164,10,reviewed,us,us
2021-02-14T16:00:47.873Z,57.143,-155.0186,45.7,2.6,ml,,,,0.42,ak,ak02122opnib,2021-03-01T18:29:27.891Z,"55 km WNW of Akhiok, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-14T16:06:28.590Z,-23.2842,171.3232,10,5.1,mb,,117,8.373,0.63,us,us6000dhmj,2021-02-21T21:20:49.040Z,"southeast of the Loyalty Islands",earthquake,11.8,1.9,0.06,90,reviewed,us,us
2021-02-14T16:16:41.511Z,40.2754,76.2883,35,4.5,mb,,70,1.17,0.88,us,us6000dhmi,2021-02-21T21:23:05.040Z,"92 km NNE of Kashgar, China",earthquake,5.9,2,0.106,26,reviewed,us,us
2021-02-14T16:22:16.018Z,55.8451,-149.294,8.7,3.4,ml,,,,0.58,ak,ak02122ouaw1,2021-03-01T18:29:40.595Z,"268 km SE of Chiniak, Alaska",earthquake,,5.5,,,reviewed,ak,ak
2021-02-14T16:38:57.451Z,11.5465,142.9488,10,4.7,mb,,89,2.763,0.39,us,us6000djfd,2021-02-21T21:51:43.040Z,"266 km SW of Merizo Village, Guam",earthquake,11.3,1.9,0.094,34,reviewed,us,us
2021-02-14T16:43:34.770Z,17.9493,-67.031,5,2.63,md,14,233,0.0241,0.13,pr,pr2021045007,2021-02-14T16:59:37.152Z,"3 km SSE of La Parguera, Puerto Rico",earthquake,0.61,0.31,0.17,9,reviewed,pr,pr
2021-02-14T17:54:27.847Z,57.0049,-156.1678,68.9,3,ml,,,,0.58,ak,ak02122pmmbd,2021-03-01T18:29:29.562Z,"93 km SE of Ugashik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-14T18:08:59.176Z,38.6126,-118.4684,4.2,3.1,ml,28,52.84,0.205,0.1245,nn,nn00800380,2021-02-14T21:08:29.040Z,"16 km NE of Hawthorne, Nevada",earthquake,,1.3,0.16,15,reviewed,nn,nn
2021-02-14T18:50:59.911Z,-5.441,146.9215,194.91,4.7,mb,,71,3.404,0.89,us,us6000djfj,2021-02-20T21:21:08.040Z,"128 km E of Madang, Papua New Guinea",earthquake,9.9,8.6,0.104,28,reviewed,us,us
2021-02-14T19:13:17.731Z,51.4121,-179.3142,18.47,5.2,mb,,130,1.704,0.82,us,us6000dhn0,2021-03-14T19:23:27.416Z,"192 km WSW of Adak, Alaska",earthquake,6.8,4.6,0.027,456,reviewed,us,us
2021-02-14T19:26:12.202Z,51.2911,-179.2451,35,3.3,ml,,355,1.703,0.34,us,us7000denb,2021-03-05T21:52:17.040Z,"192 km WSW of Adak, Alaska",earthquake,24.3,2,,,reviewed,us,ak
2021-02-14T19:43:00.679Z,-17.653,167.8562,56.89,5.4,mww,,51,9.719,0.83,us,us6000dhn6,2021-02-15T22:08:56.239Z,"49 km W of Port-Vila, Vanuatu",earthquake,9.6,4.6,0.078,16,reviewed,us,us
2021-02-14T19:46:54.447Z,1.0167,-85.1427,35.68,4.5,mb,,170,6.736,1.4,us,us6000dhnd,2021-02-16T23:11:19.040Z,"off the coast of Ecuador",earthquake,5.4,8.6,0.132,17,reviewed,us,us
2021-02-14T19:47:05.841Z,63.9789,-148.9067,11.9,3.7,ml,,,,0.81,ak,ak02122qrxre,2021-03-01T18:39:03.817Z,"Central Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-14T19:56:11.827Z,63.9819,-148.9448,11.3,3,ml,,,,0.7,ak,ak02122qtvpj,2021-03-01T18:33:10.388Z,"9 km ESE of Ferry, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-14T19:58:51.218Z,63.9624,-148.8703,7.9,2.7,ml,,,,0.62,ak,ak02122que6m,2021-03-01T18:29:31.949Z,"12 km NNE of Healy, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-14T20:54:50.999Z,-15.9718,166.2565,10,4.9,mb,,66,8.945,1.1,us,us6000djfm,2021-02-20T21:29:30.040Z,"109 km WSW of Luganville, Vanuatu",earthquake,11.6,1.9,0.108,27,reviewed,us,us
2021-02-14T21:09:54.132Z,-21.3926,-69.8532,42.1,4,mb,,134,0.082,0.54,us,us6000dhnn,2021-03-08T03:15:09.440Z,"85 km NNE of Tocopilla, Chile",earthquake,3.7,4.9,0.231,5,reviewed,us,us
2021-02-14T21:11:26.060Z,-23.2082,171.1431,10,4.8,mb,,118,8.453,0.66,us,us6000dhu8,2021-03-04T03:05:02.040Z,"southeast of the Loyalty Islands",earthquake,13,1.9,0.111,25,reviewed,us,us
2021-02-14T22:06:39.665Z,-17.895,-178.596,535.31,4.4,mb,,84,3.195,0.76,us,us6000dhp6,2021-03-08T03:20:54.040Z,"221 km E of Levuka, Fiji",earthquake,13.3,7.1,0.042,164,reviewed,us,us
2021-02-14T22:50:42.981Z,-7.1912,129.3586,127.66,4.6,mb,,78,2.077,0.67,us,us6000dhpa,2021-03-08T03:30:01.040Z,"299 km ENE of Lospalos, Timor Leste",earthquake,8.6,7.4,0.101,29,reviewed,us,us
2021-02-14T22:52:04.761Z,-22.3982,170.415,10,4.6,mb,,99,8.539,0.92,us,us6000djfn,2021-03-08T02:42:50.040Z,"278 km ESE of Tadine, New Caledonia",earthquake,11.4,1.9,0.132,17,reviewed,us,us
2021-02-14T23:14:38.174Z,13.1158,57.5934,10,4.5,mb,,54,11.841,0.69,us,us6000dhpd,2021-02-21T04:36:20.040Z,"Owen Fracture Zone region",earthquake,4.4,1.9,0.075,52,reviewed,us,us
2021-02-14T23:24:08.490Z,17.8336,-66.8315,8,2.6,md,11,258,0.2524,0.21,pr,pr2021045009,2021-02-14T23:40:13.336Z,"17 km SSE of Maria Antonia, Puerto Rico",earthquake,0.84,1.25,0.04,5,reviewed,pr,pr
2021-02-14T23:36:18.206Z,-62.4036,-58.4978,10,4.5,mb,,110,0.183,0.39,us,us6000djfp,2021-02-23T02:12:02.040Z,"South Shetland Islands",earthquake,4.5,1.9,0.118,21,reviewed,us,us
2021-02-14T23:42:34.470Z,35.9725,-117.3201667,3.07,3.6,ml,44,53,0.0867,0.16,ci,ci39552143,2021-02-20T06:15:10.892Z,"24km NNE of Trona, CA",earthquake,0.15,0.54,0.119,86,reviewed,ci,ci
2021-02-14T23:49:56.990Z,18.9081,-65.1533,22,3.54,md,24,318,1.0346,0.32,pr,pr2021045010,2021-02-15T06:00:55.040Z,"66 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.84,22.69,0.08,19,reviewed,pr,pr
2021-02-14T23:52:53.970Z,63.0185,-150.5665,105.5,2.6,ml,,,,0.45,ak,ak02122t6uk7,2021-03-01T18:29:36.159Z,"59 km N of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-15T00:03:25.368Z,25.5307,141.2032,33.95,4.3,mb,,112,1.79,1.09,us,us6000djg0,2021-02-20T02:24:48.040Z,"Volcano Islands, Japan region",earthquake,10.7,6.9,0.107,25,reviewed,us,us
2021-02-15T00:05:57.244Z,-17.6387,167.4242,10,4.8,mb,,68,10.131,1,us,us6000djfz,2021-02-20T02:35:25.040Z,"94 km W of Port-Vila, Vanuatu",earthquake,6.1,1.9,0.116,23,reviewed,us,us
2021-02-15T00:17:28.359Z,11.4374,-77.0161,10,4.6,mb,,57,2.367,0.82,us,us6000dhpp,2021-02-20T02:56:02.842Z,"200 km NW of Cartagena, Colombia",earthquake,7,1.9,0.114,23,reviewed,us,us
2021-02-15T00:54:35.110Z,17.9226,-66.9235,10,2.64,md,23,216,0.0687,0.13,pr,pr2021046000,2021-02-15T01:40:00.040Z,"Puerto Rico region",earthquake,0.59,0.53,0.35,20,reviewed,pr,pr
2021-02-15T01:27:52.729Z,54.3934,-161.449,18.45,2.7,ml,,236,0.77,0.53,us,us7000df25,2021-03-04T02:34:05.040Z,"93 km SE of King Cove, Alaska",earthquake,2.5,10.5,0.109,11,reviewed,us,us
2021-02-15T02:19:40.030Z,17.9391,-66.8498,9,2.7,md,22,196,0.0465,0.13,pr,pr2021046002,2021-02-15T03:19:28.734Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.44,0.41,0.35,19,reviewed,pr,pr
2021-02-15T03:52:50.877Z,-34.7235,-73.7707,14.59,4.3,mb,,103,1.54,0.74,us,us6000dhqh,2021-02-23T00:19:37.040Z,"141 km WNW of Constitución, Chile",earthquake,6.2,5.6,0.238,5,reviewed,us,us
2021-02-15T04:28:17.554Z,34.1472,135.1647,10,4.4,mb,,77,1.148,0.84,us,us6000dhqr,2021-02-23T00:23:05.040Z,"4 km W of Kainan, Japan",earthquake,3.2,1.9,0.075,52,reviewed,us,us
2021-02-15T04:57:13.303Z,1.0728,98.8358,68.92,5,mb,,44,1.28,0.94,us,us6000dhqv,2021-02-23T00:33:31.040Z,"59 km SW of Padangsidempuan, Indonesia",earthquake,5.4,4.5,0.073,61,reviewed,us,us
2021-02-15T06:15:50.470Z,-55.7622,-27.3683,35,4.9,mb,,77,5.451,0.69,us,us6000djgc,2021-03-07T14:14:55.040Z,"South Sandwich Islands region",earthquake,12.2,2,0.086,42,reviewed,us,us
2021-02-15T06:37:28.890Z,60.1745,-151.2013,56.2,3.6,ml,,,,0.76,ak,ak021246ik2y,2021-03-09T01:15:42.044Z,"Kenai Peninsula, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-15T07:01:54.962Z,41.1766,-127.1234,10,3.9,mb,,206,2.227,0.74,us,us6000dhrk,2021-02-19T15:13:36.040Z,"249 km WNW of Indianola, California",earthquake,8.7,2,0.103,25,reviewed,us,us
2021-02-15T07:08:07.556Z,-23.7566,179.4439,547.99,4.5,mb,,106,6.121,0.59,us,us6000dhrl,2021-02-15T07:44:30.040Z,"south of the Fiji Islands",earthquake,12.2,11.2,0.128,18,reviewed,us,us
2021-02-15T08:23:15.890Z,28.2124,104.9006,26.9,4.5,mb,,35,4.51,0.86,us,us6000dhrr,2021-02-15T10:52:30.040Z,"32 km SE of Xunchang, China",earthquake,7.5,5.5,0.07,61,reviewed,us,us
2021-02-15T08:37:02.676Z,52.7537,-170.1524,41.2,2.5,ml,,,,0.46,ak,ak021247pd97,2021-03-03T06:32:50.019Z,"89 km WSW of Nikolski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-02-15T09:07:23.060Z,17.9926,-67.0235,5,3.03,md,18,124,0.0311,0.39,pr,pr2021046006,2021-02-15T11:13:52.263Z,"3 km NE of La Parguera, Puerto Rico",earthquake,0.81,0.42,0.08,7,reviewed,pr,pr
2021-02-15T09:13:50.223Z,-19.5098,168.0736,10,4.7,mb,,117,9.622,0.27,us,us6000dhs0,2021-02-15T09:58:16.040Z,"126 km W of Isangel, Vanuatu",earthquake,9,1.9,0.129,18,reviewed,us,us
2021-02-15T09:17:43.099Z,-3.4653,-76.695,106.94,4.2,mb,,86,2.744,0.95,us,us6000djg9,2021-02-22T08:48:52.040Z,"28 km W of Alianza Cristiana, Peru",earthquake,6.8,17.8,0.16,11,reviewed,us,us
2021-02-15T09:28:44.232Z,32.27142334,-101.7869903,5.404500326,3.5,ml,19,57,0.07324308685,0.3,tx,tx2021deyk,2021-03-05T21:08:05.678Z,"15 km N of Stanton, Texas",earthquake,1.904529643,1.263448519,0.2,11,reviewed,tx,tx
2021-02-15T09:37:53.112Z,51.1488,-178.8923,11,3.3,ml,,,,0.5,ak,ak021248b1di,2021-03-09T01:15:17.959Z,"176 km WSW of Adak, Alaska",earthquake,,5.5,,,reviewed,ak,ak
2021-02-15T09:39:15.274Z,63.9695,-148.9392,11.3,3,ml,,,,0.69,ak,ak021248b98q,2021-03-03T06:32:35.098Z,"10 km ESE of Ferry, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-15T09:56:06.673Z,-19.758,-69.4437,95.7,4.7,mb,,56,0.199,0.8,us,us6000dhsc,2021-02-15T15:06:00.772Z,"89 km NE of Iquique, Chile",earthquake,5.4,4.1,0.076,55,reviewed,us,us
2021-02-15T10:07:02.205Z,-22.8676,172.5979,107.5,5,mb,,121,7.222,0.99,us,us6000dhse,2021-02-15T10:24:04.040Z,"southeast of the Loyalty Islands",earthquake,15.4,10.4,0.103,30,reviewed,us,us
2021-02-15T10:13:46.959Z,68.1048,-146.6447,1.1,3.6,ml,,,,0.72,ak,ak021248r6q9,2021-03-09T01:19:00.694Z,"46 km W of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-15T10:29:40.160Z,17.9195,-66.8146,15,2.5,md,11,225,0.0852,0.14,pr,pr2021046007,2021-02-15T11:28:09.118Z,"8 km S of Indios, Puerto Rico",earthquake,0.71,0.51,0.14,6,reviewed,pr,pr
2021-02-15T10:32:46.255Z,-8.6531,-80.8522,29.13,5,mb,,165,5.152,1.21,us,us6000dhsm,2021-02-15T10:52:54.040Z,"193 km WSW of Santiago de Cao, Peru",earthquake,8.5,6,0.033,285,reviewed,us,us
2021-02-15T10:34:24.552Z,-17.7672,167.7858,99.79,4.9,mb,,69,9.782,0.77,us,us6000dhsn,2021-02-15T10:54:23.040Z,"56 km W of Port-Vila, Vanuatu",earthquake,13.3,8.2,0.106,28,reviewed,us,us
2021-02-15T10:41:43.584Z,-24.0305,-67.1013,206.87,4.3,mb,,122,1.459,0.48,us,us6000dhsq,2021-02-16T05:36:22.040Z,"82 km WNW of San Antonio de los Cobres, Argentina",earthquake,6.1,16.7,0.306,3,reviewed,us,us
2021-02-15T11:02:45.570Z,17.9898,-66.7873,16,2.98,md,21,166,0.0931,0.25,pr,pr2021046008,2021-02-15T15:32:13.040Z,"3 km S of Guayanilla, Puerto Rico",earthquake,0.7,0.42,0.12,12,reviewed,pr,pr
2021-02-15T11:22:22.474Z,56.3618,-149.3766,1.8,2.8,ml,,,,0.88,ak,ak021249ehuv,2021-03-03T06:32:51.327Z,"224 km SE of Chiniak, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2021-02-15T11:27:18.032Z,37.7035,141.8362,35,4.2,mb,,143,1.974,0.92,us,us6000dht1,2021-02-15T14:41:39.040Z,"77 km ENE of Namie, Japan",earthquake,5.5,2,0.128,19,reviewed,us,us
2021-02-15T11:59:50.143Z,37.6634,141.5514,35,4.4,mb,,135,1.798,0.54,us,us6000dht2,2021-02-15T15:20:17.040Z,"52 km ENE of Namie, Japan",earthquake,3,2,0.105,26,reviewed,us,us
2021-02-15T12:12:51.619Z,-8.6501,-74.4636,148.63,4.5,mb,,105,1.966,0.53,us,us6000dht5,2021-02-15T14:16:47.040Z,"29 km SSE of San Fernando, Peru",earthquake,9.7,7.3,0.05,117,reviewed,us,us
2021-02-15T12:26:04.252Z,37.5184,141.58,35.55,5.3,mww,,85,1.7,0.67,us,us6000dht8,2021-02-16T04:59:05.722Z,"51 km E of Namie, Japan",earthquake,6.6,6,0.089,12,reviewed,us,us
2021-02-15T12:26:18.614Z,37.5352,141.3892,40.06,5.3,mww,,77,1.618,1.14,us,us6000dht9,2021-02-15T20:27:11.306Z,"34 km E of Namie, Japan",earthquake,7.5,5.8,0.098,10,reviewed,us,us
2021-02-15T12:53:58.610Z,18.2045,-67.1235,18,2.96,md,17,123,0.0248,0.19,pr,pr2021046010,2021-02-15T23:22:01.466Z,"1 km ENE of Mayagüez, Puerto Rico",earthquake,0.49,0.52,0.24,10,reviewed,pr,pr
2021-02-15T13:44:18.826Z,-17.5833,-69.823,10,4.4,mb,,112,0.327,1.05,us,us6000dhts,2021-02-22T16:33:53.040Z,"21 km ESE of Estique, Peru",earthquake,3.2,1.9,0.268,4,reviewed,us,us
2021-02-15T13:49:57.575Z,-23.0028,-66.2517,242.73,4.3,mb,,97,1.776,0.44,us,us6000dhtt,2021-02-22T16:35:30.040Z,"63 km WNW of El Aguilar, Argentina",earthquake,9.1,9.9,0.218,6,reviewed,us,us
2021-02-15T13:53:17.275Z,9.1314,93.8707,10,4.4,mb,,152,2.742,0.8,us,us6000djgm,2021-02-22T16:49:05.040Z,"Nicobar Islands, India region",earthquake,8,1.9,0.219,8,reviewed,us,us
2021-02-15T13:54:43.911Z,-19.1559,-177.5653,530.77,4.4,mb,,89,4.389,0.65,us,us6000djgg,2021-02-22T18:24:16.040Z,"Fiji region",earthquake,13.2,4.3,0.103,27,reviewed,us,us
2021-02-15T14:01:12.903Z,-24.1222,179.2199,494.79,4.8,mb,,114,6.438,0.64,us,us6000djgu,2021-02-22T19:15:14.040Z,"south of the Fiji Islands",earthquake,10.1,9.3,0.128,23,reviewed,us,us
2021-02-15T14:06:44.657Z,-22.6761,172.0828,10,5,mb,,116,7.448,0.34,us,us6000dhtv,2021-02-22T19:16:54.040Z,"southeast of the Loyalty Islands",earthquake,11.9,1.9,0.11,26,reviewed,us,us
2021-02-15T14:23:11.910Z,51.5969,100.2745,10,4.9,mb,,51,2.101,0.46,us,us6000dhtx,2021-02-22T19:19:09.040Z,"28 km WNW of Turt, Mongolia",earthquake,8.7,1.9,0.064,76,reviewed,us,us
2021-02-15T15:36:28.530Z,17.9291,-66.7071,6,3.08,md,22,192,0.152,0.31,pr,pr2021046011,2021-02-15T17:36:07.040Z,"7 km S of Tallaboa, Puerto Rico",earthquake,0.65,0.38,0.18,13,reviewed,pr,pr
2021-02-15T16:11:46.847Z,-4.6662,125.8277,442.3,4.2,mb,,107,5.287,0.54,us,us6000djgl,2021-02-22T19:50:52.040Z,"282 km WSW of Ambon, Indonesia",earthquake,11.6,12.4,0.186,8,reviewed,us,us
2021-02-15T16:22:48.448Z,57.9378,-138.6349,19.9,2.5,ml,,,,0.48,ak,ak02124cdpvw,2021-03-03T06:32:53.519Z,"138 km WSW of Elfin Cove, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-02-15T16:51:31.452Z,-17.9702,167.6018,10,4.9,mb,,73,9.955,0.43,us,us6000dhud,2021-02-22T19:54:04.297Z,"79 km WSW of Port-Vila, Vanuatu",earthquake,11.8,1.9,0.133,19,reviewed,us,us
2021-02-15T17:08:00.337Z,-20.2803,-177.6057,479.95,4.4,mb,,116,4.819,0.81,us,us6000dhuk,2021-02-16T18:27:14.040Z,"267 km WNW of Haveluloto, Tonga",earthquake,15.2,9.3,0.114,22,reviewed,us,us
2021-02-15T19:17:28.381Z,44.4365,-115.216,10,2.7,ml,,117,0.288,0.36,us,us6000dhv5,2021-02-16T18:46:20.169Z,"32 km NW of Stanley, Idaho",earthquake,1.4,2,0.046,62,reviewed,us,us
2021-02-15T19:46:51.101Z,36.1068,25.4739,112.07,4.1,mb,,94,0.945,1.18,us,us6000djgw,2021-02-26T00:28:37.040Z,"28 km S of Emporeío, Greece",earthquake,6.3,10.9,0.175,9,reviewed,us,us
2021-02-15T20:04:48.468Z,-17.6615,167.5397,10,5.2,mww,,68,10.02,1.04,us,us6000dhvf,2021-02-26T17:42:55.329Z,"82 km W of Port-Vila, Vanuatu",earthquake,11.8,1.8,0.093,11,reviewed,us,us
2021-02-15T20:07:32.382Z,-21.843,-175.8651,68.64,4.6,mb,,138,6.21,0.32,us,us6000djgx,2021-02-26T17:53:00.040Z,"101 km SW of Vaini, Tonga",earthquake,9.8,11.7,0.182,13,reviewed,us,us
2021-02-15T20:08:08.550Z,-17.654,167.7624,35,4.3,mb,,72,9.808,0.81,us,us6000djhb,2021-02-26T17:27:06.040Z,"59 km W of Port-Vila, Vanuatu",earthquake,11.7,2,0.177,11,reviewed,us,us
