time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-18T21:12:19.060Z,17.8081,-68.3936,24,3.4,md,23,232,0.7059,0.47,pr,pr2021049014,2021-02-19T03:17:13.040Z,"67 km SSE of Boca de Yuma, Dominican Republic",earthquake,1.87,17.95,0.12,15,reviewed,pr,pr
2021-02-18T21:18:01.007Z,11.3341,57.9587,10,4.3,mb,,110,16.959,0.53,us,us6000dkq3,2021-02-28T01:45:30.040Z,"Owen Fracture Zone region",earthquake,14.8,2,0.099,29,reviewed,us,us
2021-02-18T22:26:03.987Z,57.0257,-157.701,14.4,2.9,ml,,,,0.47,ak,ak02129el4g7,2021-03-04T08:12:41.000Z,"57 km E of Port Heiden, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-18T23:52:30.474Z,31.6467,-104.3825,5,2.5,ml,,71,0.103,0.68,us,us6000dit9,2021-02-20T00:08:03.310Z,"58 km S of Whites City, New Mexico",earthquake,1.4,1.9,0.048,56,reviewed,us,us
2021-02-19T00:13:20.320Z,37.2335,-118.1611667,8.75,3.37,ml,45,69,0.1842,0.06,nc,nc73524821,2021-02-27T04:08:53.040Z,"14km NE of Big Pine, CA",earthquake,0.31,0.74,0.319,36,reviewed,nc,nc
2021-02-19T01:07:11.737Z,37.6913,141.6772,51.17,4.8,mb,,91,3.002,1.21,us,us6000diux,2021-02-20T05:31:37.040Z,"64 km ENE of Namie, Japan",earthquake,8.2,6,0.079,50,reviewed,us,us
2021-02-19T01:35:26.970Z,17.8183,-66.8645,11,3.06,md,16,234,0.1575,0.15,pr,pr2021050000,2021-02-19T02:16:45.040Z,"17 km SSE of Guánica, Puerto Rico",earthquake,0.77,0.54,0.12,11,reviewed,pr,pr
2021-02-19T02:07:47.320Z,19.2813,-65.1343,28,3.35,md,7,331,1.3447,0.3,pr,pr2021050001,2021-02-19T03:15:56.563Z,"106 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.5,24.3,0.04,5,reviewed,pr,pr
2021-02-19T02:56:29.979Z,54.1815,-159.9567,10,2.5,ml,,237,0.685,0.36,us,us7000dgeq,2021-03-06T22:53:33.040Z,"133 km SSE of Sand Point, Alaska",earthquake,2.8,2,0.128,8,reviewed,us,us
2021-02-19T03:10:30.446Z,-14.6185,-176.9838,10,5,mb,,138,1.144,0.99,us,us6000ditx,2021-02-19T04:13:41.040Z,"126 km ESE of Alo, Wallis and Futuna",earthquake,9.9,1.9,0.053,117,reviewed,us,us
2021-02-19T03:33:16.325Z,54.4579,-159.6741,27.67,3.5,ml,,201,0.377,0.42,us,us6000diu2,2021-03-13T21:01:39.649Z,"111 km SSE of Sand Point, Alaska",earthquake,6.2,10.5,0.081,20,reviewed,us,us
2021-02-19T03:37:48.063Z,54.4146,-159.7713,19.6,2.7,ml,,278,0.43,0.5,us,us7000dge7,2021-03-06T22:57:28.040Z,"112 km SSE of Sand Point, Alaska",earthquake,3.7,4.9,0.148,6,reviewed,us,us
2021-02-19T03:42:34.800Z,19.1911666666667,-155.4515,1.01,2.66,ml,46,124,,0.13,hv,hv72356757,2021-02-19T07:42:28.758Z,"3 km ESE of Pāhala, Hawaii",earthquake,0.2,0.2,0.183120919073779,19,reviewed,hv,hv
2021-02-19T03:46:07.682Z,-22.0153,-68.5883,139.42,3.7,ml,,69,0.644,0.54,us,us6000diu6,2021-02-19T04:31:26.971Z,"59 km NE of Calama, Chile",earthquake,5.7,9.6,,,reviewed,us,guc
2021-02-19T04:08:52.740Z,36.6935,-97.68533333,6.61,2.62,ml,100,52,0,0.18,ok,ok2021dlvw,2021-02-20T01:12:59.589Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,0.4,0.23,40,reviewed,ok,ok
2021-02-19T04:10:53.369Z,-22.7725,171.2711,10,4.6,mb,,111,3.268,0.83,us,us6000diub,2021-02-19T04:33:22.040Z,"southeast of the Loyalty Islands",earthquake,7.9,1.9,0.114,23,reviewed,us,us
2021-02-19T04:13:18.294Z,6.6037,-73.5003,117.75,4.2,mb,,98,0.819,0.54,us,us6000dkqy,2021-02-24T22:58:30.040Z,"10 km S of El Carmen de Chucurí, Colombia",earthquake,6.8,9,0.16,11,reviewed,us,us
2021-02-19T04:36:41.311Z,67.9741,-161.9419,25.2,2.9,ml,,,,0.55,ak,ak0212argw21,2021-03-13T21:01:44.675Z,"40 km ESE of Red Dog Mine, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-19T06:14:44.261Z,-31.7423,-179.1225,84.34,4.9,mb,,83,2.693,0.44,us,us6000dium,2021-03-03T08:03:17.040Z,"Kermadec Islands region",earthquake,12.6,7.6,0.102,30,reviewed,us,us
2021-02-19T06:31:23.165Z,51.0463,-179.3285,29.69,3.8,mb,,232,0.84,0.35,us,us6000dkr1,2021-03-13T21:01:39.986Z,"208 km WSW of Adak, Alaska",earthquake,9.5,11.3,0.123,17,reviewed,us,us
2021-02-19T06:34:08.259Z,-0.1358,-18.3268,10,5.1,mb,,53,8.696,0.58,us,us6000dius,2021-03-03T08:09:37.040Z,"central Mid-Atlantic Ridge",earthquake,4.1,1.8,0.07,66,reviewed,us,us
2021-02-19T06:39:58.866Z,50.9026,-179.4689,26.33,2.8,ml,,317,0.956,0.3,us,us7000dgez,2021-03-07T06:00:35.040Z,"224 km WSW of Adak, Alaska",earthquake,5.8,6,0.148,6,reviewed,us,us
2021-02-19T06:54:30.245Z,-29.3524,-71.5954,39,4.9,mwr,,142,0.644,0.84,us,us6000diut,2021-03-03T08:16:21.285Z,"69 km NNW of La Serena, Chile",earthquake,3.5,5.8,0.051,37,reviewed,us,us
2021-02-19T07:15:49.401Z,-52.9774,10.4329,10,4.8,mb,,96,19.654,0.85,us,us6000dkrc,2021-03-03T08:20:09.040Z,"southwest of Africa",earthquake,10.7,1.9,0.134,17,reviewed,us,us
2021-02-19T08:23:02.671Z,52.2456,-170.5075,35,3.1,ml,,212,0.689,0.6,us,us7000dgf2,2021-03-07T06:03:21.040Z,"135 km SW of Nikolski, Alaska",earthquake,3.4,2,0.115,20,reviewed,us,us
2021-02-19T08:31:19.909Z,-23.3078,171.4026,10,5.1,mww,,65,3.611,0.65,us,us6000div3,2021-03-03T08:28:30.040Z,"southeast of the Loyalty Islands",earthquake,8.2,1.9,0.08,15,reviewed,us,us
2021-02-19T08:36:11.197Z,54.3526,-160.7883,6.84,3.1,ml,,209,0.846,0.59,us,us7000dge9,2021-03-07T06:04:49.040Z,"111 km S of Sand Point, Alaska",earthquake,2.7,7.5,0.077,22,reviewed,us,us
2021-02-19T08:40:41.936Z,23.0068,28.6783,10,4.3,mb,,201,10.287,0.45,us,us6000dkrf,2021-03-04T07:01:18.040Z,"Egypt",earthquake,9.5,2,0.133,16,reviewed,us,us
2021-02-19T08:44:36.491Z,38.5651,-118.2344,11.2,2.5,ml,14,53.52,0.379,0.1269,nn,nn00800734,2021-03-04T07:06:56.040Z,"California-Nevada border region",earthquake,,1.2,0.53,10,reviewed,nn,nn
2021-02-19T08:52:39.160Z,35.9746667,-117.3208333,2.61,3.03,ml,32,65,0.08891,0.12,ci,ci39794648,2021-03-04T07:08:22.040Z,"24km NNE of Trona, CA",earthquake,0.14,0.37,0.109,134,reviewed,ci,ci
2021-02-19T09:08:42.078Z,50.837,-179.3717,14.23,4.3,mb,,214,0.798,0.93,us,us6000diwr,2021-03-13T21:01:40.284Z,"222 km WSW of Adak, Alaska",earthquake,6.5,5.3,0.065,68,reviewed,us,us
2021-02-19T09:11:05.673Z,61.6212,-141.6586,0.3,2.9,ml,,,,0.54,ak,ak0212auamga,2021-03-06T08:41:31.309Z,"70 km ENE of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-19T09:11:24.446Z,51.0947,-179.3049,37.21,5.6,mww,,144,0.553,0.96,us,us6000divk,2021-03-13T21:06:57.692Z,"204 km WSW of Adak, Alaska",earthquake,6,5.1,0.057,30,reviewed,us,us
2021-02-19T09:19:09.409Z,51.2351,-179.1523,47.19,4.8,mb,,176,0.382,0.73,us,us6000divs,2021-03-13T21:01:40.884Z,"188 km WSW of Adak, Alaska",earthquake,6.5,6.7,0.071,61,reviewed,us,us
2021-02-19T09:20:01.599Z,-17.6847,167.6416,10,5.3,mww,,65,2.264,0.83,us,us6000divr,2021-02-19T09:37:29.040Z,"71 km W of Port-Vila, Vanuatu",earthquake,7.2,1.9,0.086,13,reviewed,us,us
2021-02-19T09:28:10.248Z,50.925,-179.1028,7.2,3,ml,,,,0.55,ak,ak0212auea6k,2021-03-13T21:01:41.181Z,"201 km WSW of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-02-19T09:32:11.379Z,50.8797,-173.7746,18,2.5,ml,,,,0.81,ak,ak0212auf4xd,2021-03-06T08:41:49.997Z,"149 km S of Atka, Alaska",earthquake,,10,,,reviewed,ak,ak
2021-02-19T09:36:39.084Z,55.8823,-149.2849,8.24,3.3,ml,,213,2.591,0.61,us,us6000diwu,2021-03-13T21:01:41.449Z,"265 km SE of Chiniak, Alaska",earthquake,7.8,8.3,0.066,30,reviewed,us,us
2021-02-19T10:11:40.179Z,50.9489,-179.1808,6.4,2.6,ml,,,,0.44,ak,ak0212auw4y2,2021-03-06T08:41:32.597Z,"204 km WSW of Adak, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2021-02-19T10:46:13.348Z,54.5501,-159.5127,24.7,2.5,ml,,,,0.67,ak,ak0212av3kj3,2021-03-06T08:41:33.303Z,"107 km SE of Sand Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-02-19T10:48:37.798Z,-33.0909,-72.2715,24.79,4.4,mwr,,71,0.536,0.91,us,us6000diw0,2021-02-20T02:46:05.897Z,"60 km W of Valparaíso, Chile",earthquake,4.5,4,0.038,66,reviewed,us,us
2021-02-19T11:49:05.042Z,-33.2867,-70.3007,108.72,4.1,mwr,,56,0.183,0.53,us,us6000diw5,2021-02-20T04:28:26.101Z,"32 km NE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,3.8,4.4,0.093,11,reviewed,us,us
2021-02-19T12:19:01.357Z,50.9564,-179.1258,5.8,3.1,ml,,,,0.31,ak,ak0212aw4mv3,2021-03-13T21:01:41.795Z,"201 km WSW of Adak, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-02-19T12:25:29.596Z,50.9826,-179.294,9,3.2,ml,,,,0.42,ak,ak0212aw5zpe,2021-03-13T21:01:42.079Z,"209 km WSW of Adak, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2021-02-19T12:29:33.623Z,50.9129,-179.6767,10,4.1,mb,,237,0.84,0.68,us,us6000diwv,2021-03-13T21:01:42.363Z,"237 km WSW of Adak, Alaska",earthquake,7.8,1.9,0.068,60,reviewed,us,us
2021-02-19T12:59:15.380Z,55.4293,-158.4085,25.6,2.5,ml,,,,0.5,ak,ak0212awd8du,2021-03-06T08:41:51.750Z,"70 km SE of Perryville, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-02-19T13:56:57.950Z,36.96366667,-98.09383333,7,4.2,mwr,98,96,0,0.15,ok,ok2021dmpg,2021-03-15T04:28:46.290Z,"6 km SW of Manchester, Oklahoma",earthquake,,0.3,,39,reviewed,ok,us
2021-02-19T14:42:14.869Z,50.9552,-179.1406,5.7,3.3,ml,,,,0.48,ak,ak0212axgger,2021-03-13T21:01:42.652Z,"202 km WSW of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-02-19T15:01:46.533Z,58.2668,-156.1886,157.8,2.8,ml,,,,0.39,ak,ak0212axt61h,2021-03-06T08:41:36.642Z,"54 km SSE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-19T15:23:54.738Z,-10.1473,126.699,10,4.5,mb,,89,2.427,1.21,us,us6000diyc,2021-02-19T18:27:49.040Z,"147 km SSE of Viqueque, Timor Leste",earthquake,5.3,1.9,0.205,7,reviewed,us,us
2021-02-19T15:33:09.390Z,51.3828,-176.885,62.86,3.8,mb,,214,0.437,0.9,us,us6000dixq,2021-03-13T21:01:42.947Z,"57 km SSW of Adak, Alaska",earthquake,7.6,10.9,0.104,24,reviewed,us,us
2021-02-19T15:55:40.380Z,3.4642,-74.3272,10,4.4,mb,,138,1.371,1.16,us,us6000dkrn,2021-02-27T15:44:23.040Z,"32 km WNW of Mesetas, Colombia",earthquake,9.3,1.9,0.071,58,reviewed,us,us
2021-02-19T16:16:28.864Z,40.7858,142.7642,46.06,5,mww,,122,1.263,1.16,us,us6000dixc,2021-02-20T07:21:11.452Z,"111 km ENE of Hachinohe, Japan",earthquake,3.9,6.6,0.098,10,reviewed,us,us
2021-02-19T18:27:10.386Z,-17.9335,-69.6966,142.16,4.1,mb,,157,0.399,0.8,us,us6000diz4,2021-02-20T00:31:59.899Z,"32 km ESE of Palca, Peru",earthquake,6.6,6.3,0.198,7,reviewed,us,us
2021-02-19T19:01:06.685Z,37.6619,141.7186,60.34,4.5,mb,,135,3.02,1.08,us,us6000dj64,2021-02-20T07:01:13.787Z,"66 km ENE of Namie, Japan",earthquake,2.3,7.8,0.091,39,reviewed,us,us
2021-02-19T19:36:29.451Z,51.4015,-178.4845,25.4,3.2,ml,,,,0.72,ak,ak0212b0ed61,2021-03-13T21:01:43.242Z,"138 km WSW of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-19T21:34:22.812Z,50.7869,-179.3796,10,4,mb,,233,1.094,0.75,us,us6000dkrx,2021-03-13T21:01:43.528Z,"226 km WSW of Adak, Alaska",earthquake,9.6,2,0.055,89,reviewed,us,us
2021-02-19T21:37:28.960Z,-14.6688,-177.0517,10,4.6,mb,,71,1.096,0.67,us,us6000dkrz,2021-02-26T03:54:48.040Z,"120 km ESE of Alo, Wallis and Futuna",earthquake,5.3,1.8,0.125,19,reviewed,us,us
2021-02-19T21:38:11.814Z,51.0479,-179.1433,19.9,2.5,ml,,,,0.64,ak,ak0212b1lmmc,2021-03-06T08:41:40.132Z,"197 km WSW of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-19T22:11:55.924Z,2.0198,124.0783,312.78,4.2,mb,,73,3.309,0.62,us,us6000dks1,2021-02-26T04:19:49.040Z,"104 km NW of Manado, Indonesia",earthquake,6.2,10.4,0.115,21,reviewed,us,us
2021-02-19T22:38:44.545Z,31.7057948,-104.1447769,7.494091797,2.5,ml,19,49,0.1008944229,0.2,tx,tx2021dngm,2021-03-06T05:41:17.040Z,"51 km W of Mentone, Texas",earthquake,1.122636915,1.356054316,0.2,11,reviewed,tx,tx
2021-02-19T22:52:50.976Z,-23.6599,179.8027,424.67,4.4,mb,,94,5.922,1,us,us6000dks3,2021-02-27T03:40:34.040Z,"south of the Fiji Islands",earthquake,10.6,10.5,0.12,20,reviewed,us,us
2021-02-19T23:01:35.928Z,-20.5321,168.8718,10,4.2,mb,,72,1.228,0.52,us,us6000dks6,2021-02-27T03:35:07.040Z,"117 km SSW of Isangel, Vanuatu",earthquake,6.8,1.7,0.167,10,reviewed,us,us
2021-02-19T23:03:03.981Z,51.1525,-178.9988,35.84,3.9,mb,,211,0.417,0.85,us,us6000djjf,2021-03-13T21:01:43.825Z,"182 km WSW of Adak, Alaska",earthquake,6.2,6,0.056,84,reviewed,us,us
2021-02-19T23:21:59.762Z,51.6664,178.2589,90.13,4.3,mb,,139,1.797,0.82,us,us6000djiv,2021-03-13T21:01:44.115Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,8,7.6,0.035,237,reviewed,us,us
2021-02-19T23:53:53.099Z,37.3713,141.4066,51.14,4.5,mb,,110,1.499,0.99,us,us6000dks7,2021-02-26T05:13:21.040Z,"38 km ESE of Namie, Japan",earthquake,7.4,5.1,0.118,21,reviewed,us,us
2021-02-20T00:01:25.163Z,23.3318,94.5689,95.45,4.1,mb,,68,2.774,0.66,us,us6000djj9,2021-02-27T04:01:33.040Z,"38 km SSE of Mawlaik, Myanmar",earthquake,6.1,9.8,0.111,22,reviewed,us,us
2021-02-20T00:25:43.891Z,-19.6261,-177.6916,460.61,4.6,mb,,82,4.446,0.49,us,us6000djjk,2021-02-27T03:57:11.040Z,"Fiji region",earthquake,10.1,7.2,0.142,15,reviewed,us,us
2021-02-20T00:44:55.337Z,-20.6446,168.8372,10,4.7,mb,,104,1.122,0.64,us,us7000ddjw,2021-02-27T00:27:42.040Z,"130 km SSW of Isangel, Vanuatu",earthquake,8.4,1.8,0.077,51,reviewed,us,us
2021-02-20T01:14:04.194Z,54.3871,-159.791,21.59,2.6,ml,,244,0.46,0.41,us,us7000dgmb,2021-03-06T23:16:18.040Z,"115 km SSE of Sand Point, Alaska",earthquake,3.5,10.1,0.115,10,reviewed,us,us
2021-02-20T01:17:05.334Z,38.346,141.7748,68.49,4.3,mb,,218,2.501,0.55,us,us6000djju,2021-02-20T01:53:54.040Z,"42 km E of Ishinomaki, Japan",earthquake,12.6,16.8,0.201,7,reviewed,us,us
2021-02-20T01:37:17.956Z,14.362,146.1077,10,4.9,mb,,211,0.912,0.96,us,us7000ddjx,2021-02-25T22:06:55.040Z,"85 km SE of San Jose Village, Northern Mariana Islands",earthquake,11.8,1.9,0.25,5,reviewed,us,us
2021-02-20T01:47:47.690Z,37.371,-104.8253,6.99,2.6,ml,,76,0.25,0.98,us,us6000djjy,2021-02-20T11:36:12.752Z,"15 km WSW of Aguilar, Colorado",earthquake,1.8,4.7,0.062,34,reviewed,us,us
2021-02-20T01:47:53.869Z,37.2504,71.6326,65.71,4.3,mb,,105,2.233,0.8,us,us7000ddjy,2021-02-25T22:36:45.040Z,"27 km SSE of Khorugh, Tajikistan",earthquake,8.8,9.9,0.169,10,reviewed,us,us
2021-02-20T02:29:01.458Z,-17.4527,167.8514,10,4.6,mb,,178,2.089,0.83,us,us7000ddle,2021-02-25T22:51:57.040Z,"58 km WNW of Port-Vila, Vanuatu",earthquake,9.5,1.9,0.223,7,reviewed,us,us
2021-02-20T02:33:52.010Z,35.7105,-117.5488333,2.93,2.78,ml,55,73,0.1106,0.16,ci,ci39795640,2021-02-22T20:50:29.110Z,"14km WSW of Searles Valley, CA",earthquake,0.11,0.31,0.157,23,reviewed,ci,ci
2021-02-20T02:44:06.416Z,-17.451,167.7237,6.67,5.6,mww,,67,2.054,1.23,us,us6000djk6,2021-02-21T02:47:21.184Z,"70 km WNW of Port-Vila, Vanuatu",earthquake,8.3,4.2,0.071,19,reviewed,us,us
2021-02-20T02:50:17.538Z,-17.4948,167.831,10,4.8,mb,,194,2.123,0.94,us,us7000ddk7,2021-02-25T23:34:33.040Z,"57 km WNW of Port-Vila, Vanuatu",earthquake,6.4,1.9,0.196,9,reviewed,us,us
2021-02-20T02:50:57.353Z,61.1442,-150.6935,15.5,2.7,ml,,,,0.95,ak,ak0212cdwehm,2021-03-06T20:40:33.890Z,"20 km E of Beluga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-20T03:00:17.417Z,58.112,-136.6851,0.5,2.6,ml,,,,0.55,ak,ak0212ce7183,2021-03-06T20:40:34.251Z,"22 km WSW of Elfin Cove, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-20T03:01:59.020Z,13.6283,144.8493,98.04,4,ml,,145,0.043,0.36,us,us7000ddk0,2021-02-25T23:51:14.040Z,"11 km NNW of Yigo Village, Guam",earthquake,20.1,5.4,0.148,6,reviewed,us,us
2021-02-20T03:16:31.503Z,-17.43,167.8961,10,4.7,mb,,197,2.08,1.01,us,us7000ddk2,2021-02-25T23:58:20.040Z,"55 km NW of Port-Vila, Vanuatu",earthquake,10.4,1.9,0.245,5,reviewed,us,us
2021-02-20T03:23:46.724Z,-21.0813,-70.6408,42.41,3.5,ml,,183,0.669,0.79,us,us6000djkc,2021-02-21T22:20:43.663Z,"108 km SSW of Iquique, Chile",earthquake,4,29.8,0.069,28,reviewed,us,us
2021-02-20T03:29:52.084Z,-17.3629,167.8473,10,4.6,mb,,179,2.002,0.83,us,us7000ddk3,2021-02-26T00:44:24.040Z,"64 km NW of Port-Vila, Vanuatu",earthquake,9.1,2,0.192,9,reviewed,us,us
2021-02-20T03:38:46.262Z,53.974,158.554,161.92,4,mb,,110,0.954,0.37,us,us7000ddkd,2021-02-26T00:59:02.040Z,"80 km S of Mil’kovo, Russia",earthquake,13.5,10.8,0.116,20,reviewed,us,us
2021-02-20T03:50:27.225Z,50.9166,-179.6429,10,3.1,ml,,322,0.823,0.35,us,us7000dgm0,2021-03-06T23:25:59.040Z,"234 km WSW of Adak, Alaska",earthquake,4.5,2,0.115,10,reviewed,us,us
2021-02-20T04:03:58.510Z,32.1925,-115.2485,14,2.77,ml,26,159,0.183,0.25,ci,ci39795712,2021-02-22T22:25:41.641Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.65,0.68,0.196,18,reviewed,ci,ci
2021-02-20T04:10:53.782Z,50.927,-179.4019,10,3.9,ml,,230,0.728,0.77,us,us6000djkw,2021-03-06T20:40:35.508Z,"219 km WSW of Adak, Alaska",earthquake,5.5,2,0.097,14,reviewed,us,us
2021-02-20T04:14:11.730Z,50.9597,-179.3757,28.61,4,ml,,229,0.691,0.66,us,us6000djl0,2021-03-06T20:40:35.787Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,4.9,11.6,0.105,12,reviewed,us,us
2021-02-20T04:31:17.582Z,-17.4729,167.8221,10,4.6,mb,,174,2.1,0.69,us,us7000ddk4,2021-02-26T01:05:09.040Z,"59 km WNW of Port-Vila, Vanuatu",earthquake,9.6,2,0.182,10,reviewed,us,us
2021-02-20T05:15:06.571Z,-41.0957,174.942,33.75,4.3,mwr,,77,0.278,0.7,us,us6000djl6,2021-03-04T08:43:11.127Z,"8 km ENE of Porirua, New Zealand",earthquake,2.7,2.8,0.098,10,reviewed,us,us
2021-02-20T05:32:29.140Z,19.1946,-64.7288,7,3.63,md,15,333,1.5369,0.37,pr,pr2021051001,2021-03-04T09:02:40.040Z,"95 km N of Cruz Bay, U.S. Virgin Islands",earthquake,19.76,19,0.11,13,reviewed,pr,pr
2021-02-20T05:48:15.374Z,-23.3806,171.2807,10,4.5,mb,,151,3.551,0.9,us,us7000ddk6,2021-03-04T09:07:32.040Z,"southeast of the Loyalty Islands",earthquake,10.7,1.8,0.171,10,reviewed,us,us
2021-02-20T06:19:16.625Z,-19.7659,-177.6259,562.74,4.4,mb,,153,4.561,0.68,us,us7000ddkb,2021-03-04T09:34:46.040Z,"294 km WNW of Haveluloto, Tonga",earthquake,9,12.8,0.178,9,reviewed,us,us
2021-02-20T06:40:24.263Z,-23.3164,171.4633,10,4.2,mb,,115,3.664,0.56,us,us7000ddkc,2021-03-04T09:37:55.040Z,"southeast of the Loyalty Islands",earthquake,8.7,2,0.216,6,reviewed,us,us
2021-02-20T06:44:14.185Z,24.078,-108.4822,10,4,mb,,207,3.819,0.65,us,us6000djmh,2021-03-04T09:39:04.040Z,"83 km SW of Altata, Mexico",earthquake,9.5,2,0.119,19,reviewed,us,us
2021-02-20T06:54:52.859Z,57.329,-155.4632,64.9,2.5,ml,,,,0.54,ak,ak0212cgazky,2021-03-07T06:05:50.040Z,"66 km WSW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-20T07:11:42.310Z,-37.4441,-72.2847,86.88,4.6,mwr,,114,1.003,1.01,us,us6000djmt,2021-03-04T09:47:01.967Z,"6 km ENE of Los Ángeles, Chile",earthquake,3,7.8,,,reviewed,us,guc
2021-02-20T07:51:35.974Z,34.6189,-96.3466,5,2.7,ml,,102,0.078,0.96,us,us6000djn2,2021-03-04T09:49:40.040Z,"1 km N of Centrahoma, Oklahoma",earthquake,1.3,2,0.065,31,reviewed,us,us
2021-02-20T08:02:12.941Z,-17.3877,167.2542,10,4.6,mb,,66,1.93,0.82,us,us7000ddkf,2021-03-07T06:12:27.040Z,"118 km WNW of Port-Vila, Vanuatu",earthquake,6.8,1.9,0.182,11,reviewed,us,us
2021-02-20T08:09:34.511Z,29.2546,69.7957,10,4.4,mb,,184,5.292,0.55,us,us7000ddkh,2021-03-07T06:16:46.040Z,"54 km WNW of Rajanpur, Pakistan",earthquake,5.2,1.9,0.123,19,reviewed,us,us
2021-02-20T08:33:28.072Z,62.2859,-148.545,9.5,3.1,ml,,,,0.61,ak,ak0212chdatr,2021-03-07T06:20:47.040Z,"54 km N of Chickaloon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-20T08:47:43.620Z,2.8563,128.1347,163.76,4.2,mb,,118,2.208,0.82,us,us7000ddki,2021-03-07T06:30:15.040Z,"125 km N of Tobelo, Indonesia",earthquake,7.7,8.9,0.117,20,reviewed,us,us
2021-02-20T08:56:33.896Z,-38.874,46.3623,10,4.6,mb,,59,8.567,0.56,us,us7000ddkt,2021-03-07T06:41:11.040Z,"Southwest Indian Ridge",earthquake,6.5,1.8,0.129,18,reviewed,us,us
2021-02-20T09:11:54.213Z,63.5123,-148.0795,7.3,2.6,ml,,,,0.63,ak,ak0212chu2o9,2021-03-06T20:40:41.548Z,"45 km ENE of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-20T09:21:32.321Z,52.9913,-161.8087,7.1,2.9,ml,,,,0.6,ak,ak0212chw65s,2021-03-06T20:40:55.937Z,"232 km SSE of False Pass, Alaska",earthquake,,3,,,reviewed,ak,ak
2021-02-20T09:32:43.485Z,59.598,-153.0228,90,2.9,ml,,,,0.56,ak,ak0212chyjti,2021-03-06T20:40:42.216Z,"64 km ESE of Pedro Bay, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-20T09:53:11.878Z,58.2047,-155.7943,131.3,2.9,ml,,,,0.57,ak,ak0212ci2yuj,2021-03-06T20:40:42.647Z,"73 km SE of King Salmon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-20T10:04:31.427Z,-0.7381,131.0431,10,4.6,mb,,100,2.479,0.61,us,us6000djp0,2021-02-20T10:52:28.040Z,"28 km WNW of Sorong, Indonesia",earthquake,5.9,1.9,0.117,22,reviewed,us,us
2021-02-20T10:07:36.132Z,-21.1334,-68.8176,132.6,4.5,mb,,70,0.769,0.73,us,us6000djnu,2021-02-20T18:22:54.886Z,"146 km N of Calama, Chile",earthquake,6.3,7.6,0.145,15,reviewed,us,us
2021-02-20T11:10:18.770Z,19.4745,-155.601,-1.75,2.62,ml,48,57,,0.17,hv,hv72358702,2021-02-23T00:21:45.640Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.25,0.17,0.0913337965648144,5,reviewed,hv,hv
2021-02-20T11:57:16.044Z,-5.3677,146.3589,150.01,4.6,mb,,53,3.452,0.65,us,us6000djp5,2021-02-20T12:15:07.040Z,"65 km ESE of Madang, Papua New Guinea",earthquake,9.6,8.4,0.082,44,reviewed,us,us
2021-02-20T12:16:55.273Z,54.5781,-162.3202,41.4,2.6,ml,,,,0.55,ak,ak0212cjng7i,2021-03-06T20:40:44.031Z,"53 km S of King Cove, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-20T13:23:26.479Z,43.3482,146.9852,47.89,5.4,mb,,132,3.121,0.68,us,us6000djpj,2021-02-21T13:27:21.618Z,"54 km SSE of Shikotan, Russia",earthquake,8.4,6.5,0.023,657,reviewed,us,us
2021-02-20T13:58:59.661Z,53.3256,-160.8203,22.32,2.5,ml,,231,1.673,0.93,us,us7000dgmn,2021-03-08T21:48:40.040Z,"216 km SSE of King Cove, Alaska",earthquake,5.5,10.6,0.115,10,reviewed,us,us
